names,RVolume,P_Cy5,MI_P_Cy5,D_Cy5,V_Cy5,MI_D_Cy5,P_DsRed,MI_P_DsRed,D_DsRed,V_DsRed,MI_D_DsRed,P_EGFP,MI_P_EGFP,D_EGFP,V_EGFP,MI_D_EGFP
Mouse1,2449,2,5020,1,2,0.0786710546936217,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,5824,4,7063.5,2,2,0.105124588622473,12,20083.0833333333,3,4,0.30944049042012,0,NaN,0,NaN,NaN
Mouse1,5667,7,5084.42857142857,4,1.75,0.0783282400877605,11,25332.7272727273,3,5,0.36509964989022,0,NaN,0,NaN,NaN
Mouse1,3433,15,9150.2,1,15,0.143397586585175,0,NaN,0,NaN,NaN,1,19963,1,1,0.304615854123751
Mouse1,4876,4,6647.75,1,4,0.104180379250901,9,16339.5555555556,4,2.75,0.252368073039851,0,NaN,0,NaN,NaN
Mouse1,8097,154,8413.50649350649,22,8.90909090909091,0.101123824497432,134,28401.6791044776,16,8.6875,0.374768981064975,60,30587.2666666667,11,5.63636363636364,0.375492268122555
Mouse1,9818,95,7306.97894736842,22,6.54545454545455,0.0998622611631758,107,25630.8971962617,20,7.3,0.361119276867474,11,19971.1818181818,7,2.28571428571429,0.29056618756452
Mouse1,7878,8,5630.375,5,1.6,0.086245625032649,53,28211.6603773585,7,7.57142857142857,0.411369061243174,0,NaN,0,NaN,NaN
Mouse1,4725,3,6731,1,3,0.105485033693778,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,3874,17,6549.76470588235,5,3.6,0.0910554771979314,48,24118.6458333333,6,8.16666666666667,0.358209890671934,0,NaN,0,NaN,NaN
Mouse1,1914,11,5849.36363636364,5,3.4,0.0880617308826054,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,6939,297,9085.58922558922,36,15.1944444444444,0.10997972583014,258,29828.7984496124,21,13.5714285714286,0.403887577362528,162,30667.5185185185,25,7.96,0.377150298238619
Mouse1,183,1,4462,1,1,0.069926343833255,4,19408.5,2,8,0.394053480915463,4,48546,1,4,0.740764476997025
Mouse1,1004,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,1073,0,NaN,0,NaN,NaN,4,16983.25,2,8.5,0.346613260090028,0,NaN,0,NaN,NaN
Mouse1,1055,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,454,1,4673,1,4,0.0934610562607741,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,302,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse2,8565,11,7666.63636363636,6,18.5,0.12833875456669,43,31744.6279069767,9,11,0.48075693225842,23,15929.0434782609,9,4.22222222222222,0.230730032830168
Mouse2,11057,323,10878.2941176471,35,12.5142857142857,0.118335746065668,703,34794.5376955903,55,14.3272727272727,0.443584770635773,186,20664.3870967742,34,8.20588235294118,0.268150408906687
Mouse2,2408,97,15669.0103092784,7,17,0.128568636222709,39,34011.5384615385,5,8.2,0.500566734605645,2,20590,1,2,0.314183260852979
Mouse2,12556,329,8752.99088145897,59,7.61016949152542,0.113583173171903,462,31364.8268398268,67,8.86567164179104,0.453454892416011,381,19645.2204724409,73,5.97260273972603,0.272338817420004
Mouse2,11766,52,7603.76923076923,16,8,0.109727222134801,372,33242.3333333333,19,39.3157894736842,0.448392933374492,44,19923.1818181818,11,4.09090909090909,0.270524394012606
Mouse2,2829,183,11859.0655737705,7,27.8571428571429,0.131277099346089,25,34162.24,4,6.5,0.499319944147136,56,23919.0714285714,6,9.5,0.282124585675169
Mouse2,10231,398,10509.7688442211,37,12.6486486486486,0.123885355243735,527,34354.3130929791,40,21.05,0.472841730486354,163,25567.2392638037,16,10.625,0.266758416077196
Mouse2,11066,9,6274,4,2.25,0.097011520561532,66,30364.6363636364,16,4.625,0.424719545081327,0,NaN,0,NaN,NaN
Mouse2,4430,0,NaN,0,NaN,NaN,25,28118.48,4,7.75,0.401811563795427,0,NaN,0,NaN,NaN
Mouse2,4328,24,6678.45833333333,5,5.6,0.10296918767507,29,28846.5172413793,8,4.125,0.429584684392564,8,16231.875,4,3,0.238802802573688
